va,vb,ca,cb,n
12,5,0,2,7
12,5,1,2,28
12,5,2,2,50
12,5,3,2,185
12,5,0,3,35
12,5,1,3,14
12,5,2,3,170
12,5,3,3,29
9,6,0,0,35
9,6,1,0,215
9,6,2,0,8
9,6,3,0,35
9,6,0,1,185
9,6,1,1,30
9,6,2,1,19
9,6,3,1,12
9,6,0,2,19
9,6,1,2,36
9,6,2,2,49
9,6,3,2,142
9,6,0,3,34
9,6,1,3,18
9,6,2,3,156
9,6,3,3,31
10,6,0,0,34
10,6,1,0,210
10,6,2,0,16
10,6,3,0,31
10,6,0,1,182
10,6,1,1,27
10,6,2,1,34
10,6,3,1,12
10,6,0,2,22
10,6,1,2,37
10,6,2,2,21
10,6,3,2,163
10,6,0,3,25
10,6,1,3,15
10,6,2,3,159
10,6,3,3,36
8,7,0,0,16
8,7,1,0,34
8,7,2,0,35
8,7,3,0,165
8,7,0,1,38
8,7,1,1,13
8,7,2,1,189
8,7,3,1,27
8,7,0,2,38
8,7,1,2,197
8,7,2,2,21
8,7,3,2,18
8,7,0,3,173
8,7,1,3,18
8,7,2,3,28
8,7,3,3,14
10,7,0,0,27
10,7,1,0,9
10,7,2,0,130
10,7,3,0,60
10,7,0,1,26
10,7,1,1,35
10,7,2,1,79
10,7,3,1,133
10,7,0,2,118
10,7,1,2,108
10,7,2,2,21
10,7,3,2,15
10,7,0,3,78
10,7,1,3,124
10,7,2,3,34
10,7,3,3,27
12,7,0,0,15
12,7,1,0,34
12,7,2,0,52
12,7,3,0,135
12,7,0,1,45
12,7,1,1,19
12,7,2,1,176
12,7,3,1,46
12,7,0,2,70
12,7,1,2,161
12,7,2,2,15
12,7,3,2,25
12,7,0,3,144
12,7,1,3,38
12,7,2,3,36
12,7,3,3,13
9,8,0,0,38
9,8,1,0,194
9,8,2,0,21
9,8,3,0,35
9,8,0,1,157
9,8,1,1,35
9,8,2,1,33
9,8,3,1,12
9,8,0,2,24
9,8,1,2,41
9,8,2,2,36
9,8,3,2,177
9,8,0,3,27
9,8,1,3,13
9,8,2,3,153
9,8,3,3,28
11,8,0,0,25
11,8,1,0,58
11,8,2,0,29
11,8,3,0,173
11,8,0,1,23
11,8,1,1,12
11,8,2,1,168
11,8,3,1,24
11,8,0,2,34
11,8,1,2,222
11,8,2,2,19
11,8,3,2,25
11,8,0,3,142
11,8,1,3,31
11,8,2,3,27
11,8,3,3,12
0,13,0,0,36
0,13,1,0,17
0,13,2,0,158
0,13,3,0,68
0,13,0,1,14
0,13,1,1,30
0,13,2,1,68
0,13,3,1,128
0,13,0,2,135
0,13,1,2,77
0,13,2,2,24
0,13,3,2,20
0,13,0,3,54
0,13,1,3,161
0,13,2,3,20
0,13,3,3,14
1,13,0,0,34
1,13,1,0,208
1,13,2,0,16
1,13,3,0,34
1,13,0,1,159
1,13,1,1,19
1,13,2,1,29
1,13,3,1,11
1,13,0,2,29
1,13,1,2,33
1,13,2,2,30
1,13,3,2,175
1,13,0,3,18
1,13,1,3,16
1,13,2,3,191
1,13,3,3,22
2,13,0,0,11
2,13,1,0,22
2,13,2,0,60
2,13,3,0,165
2,13,0,1,29
2,13,1,1,13
2,13,2,1,128
2,13,3,1,45
2,13,0,2,36
2,13,1,2,207
2,13,2,2,35
2,13,3,2,34
2,13,0,3,173
2,13,1,3,25
2,13,2,3,20
2,13,3,3,21
3,13,0,0,23
3,13,1,0,21
3,13,2,0,118
3,13,3,0,101
3,13,0,1,23
3,13,1,1,26
3,13,2,1,94
3,13,3,1,89
3,13,0,2,101
3,13,1,2,120
3,13,2,2,40
3,13,3,2,25
3,13,0,3,115
3,13,1,3,88
3,13,2,3,17
3,13,3,3,23
4,13,0,0,20
4,13,1,0,213
4,13,2,0,20
4,13,3,0,30
4,13,0,1,138
4,13,1,1,28
4,13,2,1,32
4,13,3,1,18
4,13,0,2,18
4,13,1,2,36
4,13,2,2,17
4,13,3,2,200
4,13,0,3,28
4,13,1,3,14
4,13,2,3,187
4,13,3,3,25
5,13,0,0,17
5,13,1,0,34
5,13,2,0,45
5,13,3,0,179
5,13,0,1,38
5,13,1,1,8
5,13,2,1,142
5,13,3,1,42
5,13,0,2,54
5,13,1,2,138
5,13,2,2,25
5,13,3,2,42
5,13,0,3,161
5,13,1,3,49
5,13,2,3,31
5,13,3,3,19
6,13,0,0,37
6,13,1,0,20
6,13,2,0,176
6,13,3,0,45
6,13,0,1,17
6,13,1,1,28
6,13,2,1,43
6,13,3,1,137
6,13,0,2,173
6,13,1,2,48
6,13,2,2,37
6,13,3,2,18
6,13,0,3,59
6,13,1,3,145
6,13,2,3,19
6,13,3,3,22
7,13,0,0,40
7,13,1,0,183
7,13,2,0,12
7,13,3,0,32
7,13,0,1,158
7,13,1,1,30
7,13,2,1,25
7,13,3,1,12
7,13,0,2,19
7,13,1,2,43
7,13,2,2,33
7,13,3,2,186
7,13,0,3,31
7,13,1,3,12
7,13,2,3,178
7,13,3,3,30
8,13,0,0,42
8,13,1,0,23
8,13,2,0,175
8,13,3,0,22
8,13,0,1,12
8,13,1,1,27
8,13,2,1,38
8,13,3,1,134
8,13,0,2,189
8,13,1,2,28
8,13,2,2,45
8,13,3,2,25
8,13,0,3,33
8,13,1,3,194
8,13,2,3,17
8,13,3,3,20
9,13,0,0,16
9,13,1,0,31
9,13,2,0,38
9,13,3,0,195
9,13,0,1,37
9,13,1,1,16
9,13,2,1,142
9,13,3,1,38
9,13,0,2,37
9,13,1,2,169
9,13,2,2,15
9,13,3,2,37
9,13,0,3,183
9,13,1,3,37
9,13,2,3,17
9,13,3,3,16
10,13,0,0,35
10,13,1,0,25
10,13,2,0,68
10,13,3,0,141
10,13,0,1,31
10,13,1,1,17
10,13,2,1,126
10,13,3,1,54
10,13,0,2,75
10,13,1,2,148
10,13,2,2,17
10,13,3,2,33
10,13,0,3,126
10,13,1,3,92
10,13,2,3,24
10,13,3,3,12
11,13,0,0,31
11,13,1,0,200
11,13,2,0,16
11,13,3,0,30
11,13,0,1,151
11,13,1,1,31
11,13,2,1,18
11,13,3,1,18
11,13,0,2,26
11,13,1,2,42
11,13,2,2,35
11,13,3,2,189
11,13,0,3,38
11,13,1,3,14
11,13,2,3,167
11,13,3,3,18
12,13,0,0,26
12,13,1,0,25
