va,vb,ca,cb,n
13,1,1,3,102
13,1,2,2,19
13,2,2,3,15
13,2,0,3,10
13,2,2,2,7
13,2,3,2,67
13,2,3,1,15
13,2,3,0,12
13,2,1,3,233
13,2,1,0,25
13,2,3,3,22
13,2,0,0,232
13,2,2,0,26
13,2,2,1,69
13,2,0,2,69
13,2,0,1,80
13,2,1,2,75
13,2,1,1,67
13,3,2,2,1
13,3,0,3,6
13,3,1,3,266
13,3,0,2,6
13,3,2,1,95
13,3,0,0,284
13,3,2,0,31
13,3,3,2,88
13,3,3,1,1
13,3,3,0,8
13,3,0,1,87
13,3,3,3,32
13,3,1,2,98
13,3,1,1,20
13,3,2,3,1
13,4,2,0,1
13,4,0,3,69
13,4,1,1,296
13,4,2,3,69
13,4,1,0,80
13,4,2,2,47
13,4,3,1,44
13,4,3,0,88
13,4,3,2,7
13,4,1,3,13
13,4,0,2,293
13,4,2,1,4
13,4,0,1,10
13,4,0,0,3
13,5,2,2,5
13,5,3,0,1
13,5,3,1,5
13,5,0,3,8
13,5,0,1,305
13,5,0,0,69
13,5,2,0,88
13,5,3,2,49
13,5,0,2,7
13,5,2,1,43
13,5,1,3,74
13,5,3,3,62
13,5,1,0,14
13,5,2,3,7
13,5,1,2,286
13,5,1,1,1
13,6,3,3,11
13,6,2,1,34
13,6,0,2,212
13,6,0,3,55
13,6,0,1,35
13,6,0,0,83
13,6,2,0,22
13,6,1,2,22
13,6,1,1,190
13,6,2,3,41
13,6,3,2,30
13,6,3,1,33
13,6,3,0,52
13,6,1,3,106
13,6,1,0,77
13,6,2,2,21
13,7,0,1,3
13,7,2,0,3
13,7,3,2,6
13,7,0,3,79
13,7,1,2,8
13,7,1,1,297
13,7,2,3,63
13,7,1,0,74
13,7,3,3,3
13,7,2,2,43
13,7,3,1,39
13,7,3,0,87
13,7,0,0,13
13,7,1,3,13
13,7,0,2,283
13,7,2,1,10
13,8,2,2,5
13,8,3,0,1
13,8,3,1,5
13,8,0,3,8
13,8,0,1,305
13,8,0,0,69
13,8,2,0,88
13,8,3,2,49
13,8,0,2,7
13,8,2,1,43
13,8,1,3,74
13,8,3,3,62
13,8,1,0,14
13,8,2,3,7
13,8,1,2,286
13,8,1,1,1
13,9,2,2,8
13,9,2,3,6
13,9,3,2,69
13,9,3,1,5
13,9,3,0,12
13,9,1,3,232
13,9,0,0,257
13,9,2,0,24
13,9,2,1,83
13,9,0,2,48
13,9,0,3,20
13,9,0,1,71
13,9,3,3,29
13,9,1,0,7
13,9,1,2,86
13,9,1,1,67
13,10,2,2,5
13,10,3,0,1
13,10,3,1,5
13,10,0,3,8
13,10,0,1,305
13,10,0,0,69
13,10,2,0,88
13,10,3,2,49
13,10,0,2,7
13,10,2,1,43
13,10,1,3,74
13,10,3,3,62
13,10,1,0,14
13,10,2,3,7
13,10,1,2,286
13,10,1,1,1
13,11,2,0,1
13,11,0,3,69
13,11,1,1,296
13,11,2,3,69
13,11,1,0,80
13,11,2,2,47
13,11,3,1,44
13,11,3,0,88
13,11,3,2,7
13,11,1,3,13
13,11,0,2,293
13,11,2,1,4
13,11,0,1,10
13,11,0,0,3
13,12,0,2,2
13,12,1,2,95
13,12,1,0,2
13,12,3,3,32
13,12,0,1,101
13,12,3,1,1
13,12,3,2,93
13,12,2,0,34
13,12,0,0,291
13,12,2,1,97
13,12,1,3,276
1,0,2,1,1
