va,vb,ca,cb,n
12,5,0,1,182
12,5,1,2,597
12,5,1,1,10
12,5,2,3,9
12,5,1,0,24
12,5,0,0,3
12,5,2,2,2
9,6,0,1,1
9,6,2,2,7
9,6,1,0,2
9,6,3,3,7
9,6,2,0,18
9,6,2,3,151
9,6,3,2,47
9,6,3,0,647
9,6,3,1,47
9,6,2,1,97
10,6,1,3,146
10,6,1,2,13
10,6,0,3,12
10,6,0,2,41
10,6,1,0,36
10,6,0,0,631
10,6,1,1,88
10,6,0,1,57
8,7,2,2,3
8,7,0,0,16
8,7,1,1,62
8,7,0,1,27
8,7,2,1,1
8,7,1,3,200
8,7,1,0,30
8,7,1,2,11
8,7,0,3,20
8,7,0,2,654
10,7,2,2,3
10,7,0,0,16
10,7,1,1,62
10,7,0,1,27
10,7,2,1,1
10,7,1,3,200
10,7,1,0,30
10,7,1,2,11
10,7,0,3,20
10,7,0,2,654
12,7,3,3,1
12,7,0,3,187
12,7,1,0,25
12,7,2,3,13
12,7,1,2,608
12,7,1,1,29
12,7,3,2,42
12,7,3,0,2
12,7,3,1,3
12,7,2,0,3
12,7,0,0,16
12,7,0,1,56
12,7,2,2,1
12,7,0,2,17
12,7,2,1,2
12,7,1,3,19
9,8,1,1,2
9,8,2,3,6
9,8,2,1,38
9,8,3,3,31
9,8,2,2,171
9,8,2,0,83
9,8,3,2,4
9,8,3,0,51
9,8,3,1,638
11,8,2,2,3
11,8,3,3,1
11,8,1,0,53
11,8,0,1,38
11,8,1,3,31
11,8,0,3,5
11,8,1,2,8
11,8,0,2,164
11,8,2,0,2
11,8,0,0,78
11,8,3,0,1
11,8,3,1,18
11,8,1,1,622
0,13,0,1,8
0,13,3,2,17
0,13,1,3,427
0,13,2,1,5
0,13,0,2,54
0,13,0,3,24
0,13,0,0,102
0,13,2,0,64
0,13,2,2,36
0,13,3,3,201
0,13,1,0,8
0,13,1,2,25
0,13,1,1,31
0,13,2,3,8
0,13,3,0,4
0,13,3,1,10
1,13,0,0,3
1,13,2,3,1
1,13,1,1,9
1,13,0,1,45
1,13,1,3,26
